CET,Temperatura maxC,Temperatura mediaC,Temperatura minC,Punto di rugiadaC,MeanDew PointC,Min DewpointC,Max Umidità, Mean Umidità, Min Umidità, Max Pressione a livello del marehPa, Mean Pressione a livello del marehPa, Min Pressione a livello del marehPa, Max VisibilitàKm, Mean VisibilitàKm, Min VisibilitàkM, Max Velocità del ventoKm/h, Mean Velocità del ventoKm/h, Max Velocità RafficaKm/h,Precipitazionimm, CloudCover, Eventi,WindDirDegrees
2011-7-12,31,26,20,21,19,17,94,68,48,1016,1015,1012,10,10,10,10,3,,0.00,4,Pioggia-Temporale,348
2011-7-13,27,22,18,23,19,15,94,79,57,1013,1009,1006,10,9,5,16,6,,0.00,5,Pioggia,8
2011-7-14,28,22,17,19,16,13,88,67,45,1013,1010,1008,10,10,10,8,5,,0.00,3,,341
2011-7-15,28,22,17,17,15,12,88,64,37,1015,1014,1013,10,10,10,8,3,,0.00,3,,204
2011-7-16,25,20,16,18,16,14,94,73,50,1016,1014,1011,10,10,10,8,2,,0.00,5,Temporale,68
2011-7-17,24,21,18,18,16,13,88,77,50,1011,1007,1003,10,10,4,16,3,,0.00,6,Pioggia-Temporale,126
2011-7-18,26,21,17,17,15,10,100,74,36,1006,1004,1003,10,10,7,14,5,,0.00,4,Pioggia-Temporale,347
2011-7-19,23,18,14,16,14,12,100,80,53,1006,1005,1003,10,8,3,10,5,,0.00,6,Pioggia-Temporale,39
2011-7-20,26,18,11,15,10,5,100,62,28,1007,1004,1003,10,10,10,10,5,,0.00,5,,277
2011-7-21,26,18,11,14,9,7,88,55,32,1007,1006,1005,10,10,10,8,3,,0.00,2,,276
2011-7-22,27,20,13,15,11,6,82,55,26,1008,1007,1006,10,10,10,16,3,,0.00,4,,243
2011-7-23,25,20,16,16,15,13,94,73,53,1008,1006,1005,10,10,10,10,3,,0.00,5,Pioggia-Temporale,228
2011-7-24,25,19,13,16,7,0,100,52,22,1008,1006,1004,10,10,10,16,6,27,0.00,5,Pioggia-Temporale,359
2011-7-25,24,17,11,11,8,2,94,55,29,1010,1008,1007,10,10,10,10,3,,0.00,2,,227
2011-7-26,24,18,12,14,12,10,88,65,44,1015,1012,1010,10,10,10,8,3,,0.00,5,,355
2011-7-27,23,19,16,16,14,11,83,71,53,1018,1017,1015,10,10,10,11,5,,0.00,6,,359
2011-7-28,27,20,14,16,14,12,94,69,44,1017,1015,1013,10,10,10,13,3,,0.00,4,Pioggia-Temporale,310
2011-7-29,27,21,15,16,14,11,94,66,37,1016,1014,1012,10,10,10,10,5,,0.00,3,Nebbia-Pioggia,275
2011-7-30,28,21,14,17,14,12,94,65,37,1014,1011,1009,10,10,10,10,3,,0.00,1,,227
2011-7-31,27,21,16,17,16,14,94,70,47,1012,1011,1010,10,10,10,8,2,,0.00,2,,200
2011-8-1,28,22,16,17,16,14,94,69,42,1014,1013,1012,10,10,10,8,3,,0.00,3,,213
2011-8-2,29,23,17,18,17,15,88,68,45,1017,1016,1015,10,9,7,8,3,,0.00,2,,214
2011-8-3,29,24,19,20,16,6,94,66,23,1018,1017,1015,10,10,9,8,3,,0.00,3,Pioggia-Temporale,291
2011-8-4,30,23,16,18,16,14,100,68,40,1017,1014,1012,10,10,10,8,3,,0.00,2,,239
2011-8-5,29,24,20,20,18,17,94,72,51,1016,1014,1012,10,9,5,13,5,,0.00,5,Pioggia-Temporale,16
2011-8-6,27,23,19,20,18,17,100,78,58,1013,1012,1010,10,10,10,10,3,,0.00,5,Pioggia,254
2011-8-7,26,22,19,19,18,17,94,82,57,1010,1009,1008,10,10,9,11,3,,0.00,6,Pioggia,136
2011-8-8,28,23,19,19,17,3,94,71,29,1011,1008,1007,10,9,6,14,3,,0.00,5,,318
2011-8-9,26,19,13,13,7,1,58,37,25,1018,1015,1011,10,10,10,13,8,,0.00,1,,356
2011-8-10,27,20,14,11,6,1,68,38,21,1022,1020,1018,,,,14,6,,0.00,,,326
2011-8-11,27,19,12,12,10,8,88,57,30,1021,1019,1016,,,,8,3,,0.00,,,321
2011-8-12,27,20,13,15,13,11,94,62,37,1017,1014,1011,10,10,10,8,3,,0.00,3,,284
2011-8-13,30,22,15,16,14,12,94,65,35,1012,1011,1010,10,10,10,8,3,,0.00,4,,256
2011-8-14,30,23,16,18,16,15,94,65,40,1012,1011,1010,10,10,10,10,3,,0.00,3,,326
2011-8-15,30,25,20,19,18,16,88,69,45,1015,1012,1010,10,10,10,8,3,,0.00,4,Pioggia-Temporale,334
2011-8-16,31,24,18,19,17,16,88,66,40,1017,1016,1015,10,10,10,6,3,,0.00,2,,324
2011-8-17,32,26,20,19,17,15,88,63,38,1018,1016,1015,10,10,10,8,3,,0.00,4,,327
2011-8-18,33,27,21,20,18,16,88,60,36,1018,1017,1015,10,10,10,8,3,,0.00,2,,312
2011-8-19,34,27,21,21,19,17,88,62,36,1019,1017,1017,10,10,10,8,3,,0.00,2,,336
2011-8-20,35,27,19,20,18,16,88,61,32,1021,1019,1018,,,,8,3,,0.00,,,358
2011-8-21,34,27,21,20,18,15,83,56,32,1021,1019,1018,,,,8,3,,0.00,,,286
2011-8-22,35,28,22,21,19,17,88,60,34,1020,1018,1016,,,,8,3,,0.00,,,314
2011-8-23,36,29,22,20,16,11,83,52,22,1018,1017,1015,10,10,10,10,5,,0.00,1,,335
2011-8-24,34,27,21,17,15,8,73,50,21,1017,1016,1014,10,10,10,8,3,,0.00,1,,15
2011-8-25,33,26,19,17,13,7,83,50,20,1016,1015,1013,,,,8,3,,0.00,,,15
2011-8-26,31,26,20,19,15,11,78,53,31,1015,1012,1008,10,10,10,6,5,,0.00,3,,349
2011-8-27,29,23,18,17,9,0,83,43,17,1015,1010,1006,10,10,10,14,5,,0.00,3,,30
2011-8-28,29,19,10,8,4,1,66,35,20,1018,1016,1015,,,,10,5,,0.00,,,338
2011-8-29,29,21,14,12,10,8,72,50,27,1017,1014,1011,10,10,10,8,3,,0.00,1,,335
2011-8-30,29,21,14,13,11,9,82,53,29,1013,1011,1010,10,10,10,8,3,,0.00,1,,99
2011-8-31,29,22,15,16,14,12,88,63,37,1014,1013,1012,10,10,10,8,2,27,0.00,3,,188
2011-9-1,28,23,18,19,17,15,94,74,48,1016,1015,1013,10,9,4,10,2,,0.00,3,Nebbia-Pioggia-Temporale,213
2011-9-2,30,24,18,18,17,15,94,70,42,1016,1015,1013,10,10,8,8,3,,0.00,3,,331
2011-9-3,29,24,19,21,18,17,94,76,48,1017,1015,1014,10,9,2,8,3,,0.00,3,Pioggia-Temporale,357
2011-9-4,22,21,20,20,19,19,100,92,83,1015,1013,1012,10,7,3,6,2,26,0.00,6,Pioggia,360
2011-9-5,27,23,19,19,18,13,100,79,51,1018,1014,1012,10,7,3,10,2,,0.00,5,Nebbia-Pioggia-Temporale,348
2011-9-6,26,19,12,16,13,7,94,65,46,1023,1021,1019,10,10,10,8,5,,0.00,4,Pioggia,8
2011-9-7,26,20,15,17,16,14,100,78,54,1020,1016,1012,10,10,10,10,3,,0.00,5,,301
2011-9-8,29,22,15,17,16,11,100,72,33,1013,1011,1010,10,10,10,8,3,,0.00,5,,273
2011-9-9,31,22,14,18,15,13,94,65,33,1016,1012,1011,8,8,8,8,3,,0.00,,,58
2011-9-10,29,23,18,19,18,16,94,73,45,1018,1016,1015,8,6,4,6,3,,0.00,4,,351
2011-9-11,29,23,17,18,17,15,100,70,45,1018,1016,1014,10,9,6,6,3,,0.00,4,,152
2011-9-12,29,23,17,19,14,13,94,64,37,1016,1015,1013,10,10,10,10,5,,0.00,2,,337
2011-9-13,30,23,16,17,16,14,94,66,40,1017,1016,1013,10,10,10,8,5,27,0.00,1,,309
2011-9-14,30,23,17,16,15,11,94,64,31,1015,1014,1013,,,,6,3,,0.00,,,353
2011-9-15,30,23,17,17,16,13,94,66,35,1017,1016,1015,10,10,10,6,3,,0.00,2,,68
2011-9-16,29,23,17,17,16,14,94,69,42,1018,1017,1015,10,10,10,6,3,,0.00,2,,292
2011-9-17,29,23,17,18,16,14,94,79,45,1016,1015,1013,10,9,2,11,3,,0.00,5,Pioggia-Temporale,358
2011-9-18,20,17,14,19,16,8,100,89,67,1013,1006,1001,10,8,4,13,5,,0.00,6,Nebbia-Pioggia,20
2011-9-19,20,16,12,7,3,1,59,42,30,1011,1006,1003,10,10,10,14,10,,0.00,5,Pioggia,360
2011-9-20,25,18,11,9,4,0,88,43,22,1020,1016,1011,10,10,10,11,6,,0.00,3,,344
2011-9-21,25,17,9,11,9,7,88,63,32,1021,1019,1017,,,,6,3,,0.00,,,326
2011-9-22,27,19,12,13,11,8,94,64,30,1018,1016,1015,,,,6,3,,0.00,,,340
2011-9-23,25,19,14,15,13,12,94,72,50,1018,1016,1015,8,8,8,13,5,,0.00,1,,1
2011-9-24,25,19,14,16,14,13,94,76,47,1018,1017,1016,10,8,5,6,3,,0.00,2,Nebbia,347
2011-9-25,26,20,15,15,14,13,94,73,44,1022,1020,1018,10,10,9,6,3,32,0.00,2,,349
2011-9-26,27,20,14,15,14,12,94,74,45,1025,1023,1022,9,9,8,6,3,,0.00,,Nebbia,354
2011-9-27,27,20,14,16,14,11,100,72,39,1027,1026,1025,8,8,8,6,3,,0.00,,,350
2011-9-28,26,20,14,15,13,9,94,70,34,1028,1027,1025,8,8,8,6,3,,0.00,,,3
2011-9-29,26,19,13,15,13,11,94,68,39,1028,1027,1025,8,7,5,6,3,,0.00,,,351
2011-9-30,26,19,13,15,13,11,100,72,39,1028,1027,1026,9,7,6,6,3,,0.00,,Nebbia,354
2011-10-1,27,20,13,15,13,10,94,70,34,1027,1025,1024,8,7,6,6,3,,0.00,,Nebbia,333
2011-10-2,27,19,12,15,13,11,94,71,39,1025,1024,1022,,,,6,3,,0.00,,,357
2011-10-3,27,20,13,15,14,11,94,71,37,1025,1023,1021,10,9,8,8,3,,0.00,,,349
2011-10-4,26,19,13,16,14,12,94,75,47,1023,1022,1020,9,9,9,6,2,29,0.00,,,335
2011-10-5,27,20,14,15,14,13,100,74,47,1022,1021,1019,10,9,8,6,3,,0.00,,Nebbia,357
2011-10-6,24,18,13,16,14,12,100,78,53,1021,1017,1012,10,7,4,6,3,,0.00,5,,358
2011-10-7,21,17,14,16,4,-8,94,49,14,1014,1008,1004,10,10,10,27,8,,0.00,5,Temporale,350
2011-10-8,20,12,5,2,-2,-8,66,39,21,1014,1013,1010,,,,14,6,,0.00,,,352
2011-10-9,20,14,8,3,0,-5,71,44,19,1021,1016,1012,,,,10,6,,0.00,,,339
2011-10-10,20,12,4,6,2,-2,87,52,26,1022,1021,1019,10,10,10,6,3,,0.00,3,,334
2011-10-11,30,19,9,11,8,4,93,56,19,1020,1019,1017,10,10,10,11,5,,0.00,3,,280
2011-10-12,28,18,8,13,8,5,93,61,23,1018,1016,1013,10,10,10,6,3,,0.00,3,,318
2011-10-13,24,16,7,13,10,7,100,74,38,1022,1017,1014,10,5,4,6,3,,0.00,,Nebbia,93
2011-10-14,18,12,7,11,6,3,87,61,37,1029,1025,1022,10,10,10,10,5,,0.00,4,,83
2011-10-15,15,10,3,6,3,1,93,58,44,1031,1029,1026,10,10,10,6,3,,0.00,5,,105
2011-10-16,17,9,1,6,3,0,100,70,37,1028,1027,1025,7,7,7,8,3,158,0.00,,Nebbia,46
2011-10-17,16,9,2,5,3,0,93,68,42,1028,1025,1023,10,10,10,6,3,,0.00,6,,18
2011-10-18,16,8,0,7,4,0,100,74,45,1024,1022,1021,9,7,5,3,2,32,0.00,6,Nebbia,357
2011-10-19,13,12,11,10,8,7,94,80,72,1022,1019,1016,9,5,3,6,2,,0.00,7,,1
2011-10-20,19,11,4,10,3,-9,100,64,14,1024,1017,1013,10,7,2,13,5,,0.00,5,Nebbia-Pioggia,15
2011-10-21,14,7,0,5,2,0,100,75,41,1026,1025,1023,10,9,7,6,3,,0.00,1,Nebbia,333
2011-10-22,13,7,1,5,2,-1,93,68,44,1026,1024,1022,10,10,10,6,2,,0.00,5,,142
2011-10-23,13,6,-1,4,1,-2,100,74,41,1023,1021,1020,10,9,7,6,2,,0.00,5,Nebbia,324
2011-10-24,11,6,0,7,4,-1,100,80,58,1020,1018,1017,10,8,5,6,3,,0.00,7,Pioggia,304
2011-10-25,9,8,7,8,7,6,100,98,87,1017,1013,1011,8,5,3,8,5,,0.00,8,Pioggia,347
2011-10-26,14,11,8,11,9,8,100,93,77,1019,1015,1012,10,6,2,6,3,,0.00,7,,245
2011-10-27,17,12,7,11,9,7,100,86,55,1023,1020,1019,10,10,8,8,3,,0.00,4,Nebbia,354
2011-10-28,17,11,5,9,7,5,100,82,52,1028,1026,1023,8,8,8,6,3,40,0.00,,Nebbia,342
2011-10-29,16,10,4,11,8,4,100,90,68,1028,1026,1024,10,6,1,6,3,,0.00,2,Nebbia,341
2011-10-30,14,9,5,11,9,5,100,88,72,1025,1024,1023,5,3,1,3,2,,0.00,5,Nebbia,320
2011-10-31,16,10,5,10,8,5,100,80,59,1024,1022,1020,10,6,4,6,2,,0.00,6,,333
2011-11-1,15,9,3,9,6,3,100,90,63,1022,1021,1020,8,5,3,3,2,,0.00,1,Nebbia,356
2011-11-2,14,8,3,10,7,3,100,86,59,1022,1020,1019,9,6,3,3,0,,0.00,7,Nebbia,341
2011-11-3,13,11,9,10,9,8,100,92,72,1019,1018,1015,6,3,1,8,2,,0.00,8,Pioggia,333
2011-11-4,13,11,10,12,11,10,100,98,94,1015,1013,1011,9,4,1,11,6,,0.00,8,Pioggia,346
2011-11-5,15,13,12,13,13,11,100,95,88,1013,1012,1010,10,6,2,11,6,,0.00,8,Pioggia,44
2011-11-6,14,13,12,13,12,11,100,95,88,1015,1013,1011,10,8,4,10,6,,0.00,8,Pioggia,1
2011-11-7,14,12,11,12,11,10,100,95,88,1021,1018,1015,10,7,3,10,3,,0.00,7,Pioggia,9
2011-11-8,12,11,10,10,10,9,100,94,88,1023,1021,1019,10,10,7,11,8,39,0.00,6,Pioggia-Temporale,348
2011-11-9,18,12,7,11,9,6,100,84,56,1024,1023,1022,10,9,7,8,5,,0.00,4,Nebbia-Pioggia,334
2011-11-10,16,10,4,11,7,4,100,90,59,1022,1020,1018,10,9,9,8,3,34,0.00,1,Nebbia,344
2011-11-11,15,9,3,9,7,2,100,87,63,1030,1024,1020,10,10,9,10,2,,0.00,4,Nebbia,105
2011-11-12,13,7,1,8,3,0,100,73,47,1034,1032,1030,10,10,9,6,2,,0.00,6,,96
2011-11-13,14,7,-1,8,3,-2,100,89,59,1035,1033,1031,9,5,0,6,2,,0.00,,Nebbia,344
2011-11-14,12,4,-2,6,2,-2,100,90,62,1031,1027,1023,9,5,1,3,2,,0.00,,Nebbia,333
2011-11-15,9,3,-3,5,1,-3,100,97,76,1023,1021,1019,8,2,0,3,0,,0.00,,Nebbia,227
2011-11-16,10,3,-4,5,1,-4,100,93,66,1025,1022,1021,9,5,0,6,2,,0.00,,Nebbia,209
2011-11-17,10,2,-5,5,0,-5,100,93,66,1026,1025,1024,8,5,3,3,0,,0.00,1,Nebbia,203
2011-11-18,10,3,-4,5,0,-4,100,90,62,1026,1025,1024,9,5,1,6,2,,0.00,,Nebbia,212
2011-11-19,10,3,-4,4,0,-4,100,91,62,1025,1024,1023,10,6,3,3,2,,0.00,,Nebbia,158
2011-11-20,8,2,-3,4,1,-3,100,96,76,1025,1024,1023,5,2,0,6,2,,0.00,3,Nebbia,263
2011-11-21,5,3,1,5,3,1,100,99,93,1024,1023,1022,2,1,0,3,0,,0.00,6,Nebbia,201
2011-11-22,11,6,1,6,4,1,100,89,62,1023,1022,1021,10,4,1,6,3,,0.00,5,Nebbia,305
2011-11-23,14,7,0,5,2,-1,100,86,54,1027,1023,1022,10,10,10,8,3,,0.00,,Nebbia,344
2011-11-24,13,6,-1,6,3,-1,100,86,54,1032,1030,1027,10,7,5,8,3,,0.00,,Nebbia,3
2011-11-25,14,7,-1,5,2,-1,100,85,51,1032,1029,1027,9,8,5,8,3,,0.00,,,345
2011-11-26,12,3,-4,5,1,-4,100,88,58,1030,1028,1027,10,8,5,3,2,,0.00,,Nebbia,3
2011-11-27,12,3,-4,5,1,-4,100,87,58,1030,1027,1025,8,7,5,6,2,,0.00,,Nebbia,338
2011-11-28,10,5,0,5,3,-1,100,88,71,1028,1027,1025,10,6,1,8,2,,0.00,3,Nebbia,357
2011-11-29,12,4,-2,6,2,-2,100,90,67,1028,1026,1025,9,5,2,10,2,34,0.00,,Nebbia,332
2011-11-30,11,4,-2,6,2,-2,100,92,67,1030,1028,1026,7,4,1,6,2,,0.00,,Nebbia,336
2011-12-1,9,3,-3,5,2,-3,100,93,71,1030,1027,1025,8,5,1,6,2,,0.00,5,Nebbia,302
2011-12-2,10,7,4,6,5,3,100,87,66,1024,1022,1020,7,4,1,6,2,,0.00,4,,70
2011-12-3,10,7,3,7,5,2,100,93,76,1020,1017,1015,3,2,1,3,0,,0.00,5,Nebbia,164
2011-12-4,13,6,-1,7,4,-1,100,88,62,1015,1013,1010,9,5,1,6,3,,0.00,4,Nebbia,349
2011-12-5,14,10,6,8,4,-10,100,76,24,1009,1006,1004,8,3,1,13,3,35,0.00,6,Nebbia,297
2011-12-6,10,4,-2,4,-2,-10,100,70,29,1014,1012,1009,10,10,10,10,5,,0.00,6,Nebbia,14
2011-12-7,13,4,-4,3,-1,-5,100,81,38,1015,1014,1013,,,,6,2,,0.00,,,349
2011-12-8,17,7,-3,4,-1,-4,100,69,24,1024,1020,1014,,,,8,3,,0.00,,,319
2011-12-9,9,4,-1,4,2,-2,100,78,54,1024,1021,1019,10,10,9,6,3,,0.00,5,,333
2011-12-10,12,6,-2,4,2,-2,100,77,47,1019,1017,1016,10,10,10,3,2,,0.00,6,,296
2011-12-11,9,3,-3,4,1,-4,100,84,66,1020,1019,1018,10,9,6,3,2,,0.00,6,,357
2011-12-12,8,4,0,7,4,0,100,91,87,1019,1014,1011,10,6,2,8,2,,0.00,7,Nebbia-Pioggia,320
2011-12-13,11,3,-4,3,-1,-5,100,80,41,1018,1017,1014,10,9,8,10,3,,0.00,4,,337
2011-12-14,7,3,1,5,3,0,100,88,66,1017,1016,1015,10,8,2,8,3,,0.00,5,,49
2011-12-15,9,3,-3,4,1,-3,100,93,71,1016,1014,1012,10,8,1,8,2,,0.00,2,Nebbia,280
2011-12-16,7,2,-3,4,1,-3,100,90,71,1013,1001,991,10,10,6,13,3,,0.00,5,Pioggia,347
2011-12-17,11,4,-2,2,-4,-7,93,57,28,1008,1001,993,10,10,10,13,6,,0.00,2,,323
2011-12-18,9,2,-5,-5,-7,-9,86,59,30,1014,1010,1008,10,10,10,10,5,,0.00,4,,347
2011-12-19,9,2,-4,-7,-11,-15,74,43,18,1018,1015,1014,10,10,10,13,6,,0.00,2,,344
2011-12-20,6,-1,-8,-7,-10,-12,86,55,29,1017,1015,1011,10,10,10,6,3,,0.00,4,,352
2011-12-21,10,1,-8,-1,-5,-9,100,76,35,1017,1015,1014,10,10,7,6,2,,0.00,3,,327
2011-12-22,9,2,-5,-2,-5,-7,93,69,34,1023,1021,1017,10,10,10,6,2,,0.00,1,,360
2011-12-23,8,1,-5,-2,-4,-6,100,76,40,1025,1023,1021,8,7,5,6,3,,0.00,,,360
2011-12-24,14,4,-6,1,-6,-12,100,56,20,1025,1020,1016,10,7,6,23,6,,0.00,5,,344
2011-12-25,12,4,-3,-6,-9,-16,80,40,13,1036,1031,1025,,,,14,6,,0.00,,,19
2011-12-26,9,1,-6,-2,-5,-8,93,68,37,1038,1036,1035,,,,8,3,,0.00,,,317
2011-12-27,11,3,-4,-1,-3,-6,93,73,37,1038,1036,1034,,,,8,3,,0.00,,,351
2011-12-28,11,3,-5,1,-2,-6,100,79,41,1034,1029,1025,,,,6,3,,0.00,,,5
2011-12-29,7,1,-5,2,-2,-6,100,87,61,1024,1022,1020,10,5,3,6,3,,0.00,4,,21
2011-12-30,10,1,-7,0,-6,-12,100,67,25,1020,1015,1011,10,4,1,13,5,,0.00,5,Nebbia,6
2011-12-31,10,2,-5,-3,-6,-9,100,67,28,1019,1017,1017,10,10,10,8,3,,0.00,2,,336
